teks_terjemah,Label_Asli,Prediksi_NB,Prediksi_SVM
Sylus's wife is cool,Positive,Positive,Positive
continue playing games bro d,Neutral,Neutral,Neutral
"bro, continue the game bro, drag it bro, please make it as creative as possible and comment",Neutral,Neutral,Neutral
you're welcome actually xavier rafael team not your type caleb's goal is really cool huhu,Positive,Positive,Positive
"I'm playing, waiting for the part to arrive",Neutral,Neutral,Neutral
"Bro, promise I'll try Caleb's story",Neutral,Neutral,Neutral
ohmayygot,Neutral,Neutral,Neutral
"bro, continue pls",Neutral,Neutral,Neutral
I'm so stupid,Negative,Negative,Negative
"Very cool game, I like it bro",Positive,Positive,Negative
typo edit,Neutral,Neutral,Neutral
how do you play gem homichiper bro?,Neutral,Neutral,Neutral
"gg bro, thank you, continue laughing from Bocil Caleb",Neutral,Neutral,Neutral
thanks boy,Positive,Positive,Positive
keep going with your gameeee nyaaa,Neutral,Neutral,Neutral
"bro, I love you",Positive,Positive,Positive
Uchiha Windah was born,Neutral,Neutral,Neutral
watch gelo bro jt,Neutral,Neutral,Neutral
febrianputratriatama tastes in handsome people are different you say handsome people don't go for it,Positive,Positive,Positive
"Caleb, please bro",Neutral,Neutral,Neutral
marsellazuela legislative candidate running for office,Neutral,Neutral,Neutral
February,Neutral,Neutral,Neutral
windahbasudara stop spam handsome game game febri game halu acute pain enjoy serang bocil halu,Positive,Positive,Negative
windahbasudara gg bang bocil zayne,Neutral,Neutral,Neutral
thanks bro,Positive,Positive,Positive
"Caleb's story is really exciting, bro",Positive,Positive,Positive
gg excitedly waiting for Caleb's version,Positive,Neutral,Neutral
"Bro, Windah, download lad because of Cyborg Caleb, please continue, bro, the story is up to level so the story goes first",Positive,Neutral,Positive
"Wait for the live, don't be late for work",Negative,Negative,Negative
February,Neutral,Neutral,Neutral
gg bro little boy rafayel,Negative,Neutral,Negative
"bro, caleb's story bro",Neutral,Neutral,Neutral
keep going bro homicipher,Neutral,Neutral,Neutral
Ty bro,Neutral,Neutral,Neutral
"Bro, let's play while the special banner is Zayneee",Positive,Positive,Neutral
"windahbasudara bro windahh keep going calebb bro caleb's new skin is really cool, the effect is really cool",Positive,Positive,Positive
"Quick bro, try the story calebbb",Positive,Positive,Positive
"Bro, play please",Neutral,Neutral,Neutral
"bro, come on, call me bro",Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
"Baaanggg, come on, try the story, Caleebb, last March, Myth was released",Neutral,Neutral,Neutral
"Bro, if I'm not mistaken, it's Eve Sylus, bro",Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
girls,Neutral,Neutral,Neutral
thanks bro,Positive,Positive,Positive
cool bro,Positive,Positive,Positive
"bro, the homiciper game",Negative,Negative,Negative
remember the annoying minutes,Negative,Negative,Negative
Big collection of games for girls bro,Neutral,Neutral,Neutral
"thank you, bro, greetings from Bocil Rafayel",Neutral,Neutral,Neutral
"Bro, open the bond, Sylus MC sneaks into Sylus' room",Neutral,Neutral,Neutral
"Justhan eh yes, it's really funny bro",Positive,Positive,Positive
windahbasudara better play bro dripda continue the game,Positive,Positive,Positive
"It's a game that girls like to play, bro, it's a game that guys like to play",Negative,Negative,Negative
hilarious viannkaramoyy,Positive,Positive,Positive
viannkaramoyy anjir game for girls played this time homichiper,Negative,Positive,Negative
"It actually made the event really nasty, bro, really deep kissing",Negative,Positive,Positive
I'm salting,Neutral,Neutral,Neutral
wow yeah that's hilarious,Positive,Positive,Positive
mole king of world games,Neutral,Neutral,Neutral
wifeschwarzerrritter yapping clown,Neutral,Neutral,Neutral
Bang Windah's commotion is really funny,Positive,Positive,Positive
p,Neutral,Neutral,Neutral
adult scenes,Positive,Positive,Positive
re the dev,Neutral,Neutral,Neutral
nikki paper games lad infold,Neutral,Neutral,Neutral
"Raisa, try checking the features, etc. of Nikki Infold's music",Neutral,Neutral,Neutral
raisa infinity nikki infold shining nikki paper,Neutral,Neutral,Neutral
afraid to see meatballs,Negative,Negative,Negative
great great,Positive,Positive,Positive
youmok,Neutral,Neutral,Neutral
"cool, baksoagung doesn't care",Positive,Positive,Positive
trending guys,Neutral,Neutral,Neutral
"thanks for playing the gem bro, player lads, thanks",Positive,Positive,Positive
"Bro, try playing Infinity Nikki",Neutral,Neutral,Neutral
thank God the game didn't crash hahaha,Negative,Positive,Negative
sick kang greng windah coal overthinking,Negative,Negative,Negative
papa brando timakacii ya have played the game nyaaa,Negative,Negative,Negative
thank you bro windaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Neutral,Neutral,Neutral
girl's comment,Neutral,Neutral,Neutral
Winbor downfall VAT era WIBU wine,Neutral,Neutral,Neutral
the game is over bro,Negative,Negative,Negative
yeahyyy,Neutral,Neutral,Neutral
hahaha zayneee,Positive,Positive,Positive
"It's the guy's turn to haluin, the Genshin Wuthering character says hello to you, bro, please touch the grass",Neutral,Neutral,Neutral
cool bro,Positive,Positive,Positive
miss the intro song Amjay plays on Sylus,Neutral,Neutral,Neutral
bro love,Positive,Positive,Positive
thank you bro windahh,Neutral,Neutral,Neutral
Comment using the anime's profile photo,Neutral,Neutral,Neutral
Windah prime mode keeps going through a storm of comments rejecting viewers,Neutral,Neutral,Neutral
"The game doesn't live up to my expectations. The battle is wow, the Final Fantasy character designs are really cool",Positive,Positive,Positive
love you bro,Positive,Positive,Positive
haluu devv space game characters,Negative,Negative,Negative
,Neutral,Neutral,Neutral
gg,Neutral,Neutral,Neutral
It's true that the windy sylus vibe is Itachi Sesshomaru Byakuya Sephiroth,Positive,Neutral,Neutral
mantaaaappppppp,Neutral,Neutral,Neutral
"I didn't expect Windah to put Evelyn's name because I was playing a game, I named the girl Evelyn",Negative,Positive,Negative
lov u bro windahhh play the game,Negative,Positive,Negative
"Bro, Windah plays unpossessed",Neutral,Neutral,Neutral
The part is Caleb's story,Neutral,Neutral,Neutral
it's really exciting bro,Positive,Positive,Positive
"The comment is that the girl is unclean, sir, sir, disguised as a fool",Neutral,Neutral,Neutral
I really laughed when I saw Bro Windah who couldn't help but laugh,Positive,Positive,Positive
"Hello, Windah",Neutral,Neutral,Neutral
thanks bro,Positive,Positive,Positive
cok song snail stall ning magetan,Neutral,Neutral,Neutral
bro guy,Neutral,Neutral,Neutral
How come I'm late opening my cellphone?,Negative,Neutral,Negative
why is the live chat missing guys?,Negative,Positive,Positive
new update even though I'm deaf,Positive,Positive,Positive
"I'm not looking forward to watching live, I'm not excited, bro",Negative,Positive,Positive
Captain Jenna,Neutral,Neutral,Neutral
so proud to play by the way zayne girlies i feel proud because zayne praises,Positive,Positive,Positive
Xavier Cloud Strife's face is really scary,Negative,Neutral,Negative
"Yes, mock me, Sulis has been taking vocal lessons for years",Neutral,Neutral,Neutral
practice,Neutral,Neutral,Neutral
tease,Neutral,Neutral,Neutral
taught by Luke Kieran,Neutral,Neutral,Neutral
I swear I was really shocked,Negative,Positive,Negative
It's not a waste to buy private lessons,Positive,Positive,Neutral
surprised to laugh like a discordant sound,Positive,Positive,Positive
"Bro, this guy likes Zayne",Neutral,Neutral,Neutral
it's really fun to entertain,Positive,Positive,Positive
"Bro, play gym simulator Roblox",Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
thank you brother windah you always be my favorite gamers respect bro,Positive,Positive,Positive
Play ken bang healthy games,Positive,Neutral,Positive
"There's nothing wrong with the game, it's the brain of incel guy Tay Kocheng",Negative,Negative,Negative
"Guys don't like it, get out of the way girls night with Windah Basudara",Neutral,Neutral,Neutral
"Thank you, bro, stay healthy and be healthy",Positive,Positive,Positive
Sylus Ganjar,Neutral,Neutral,Neutral
Cool,Positive,Positive,Positive
video cut guys,Neutral,Neutral,Neutral
Thank you bro for playing the game,Negative,Negative,Negative
Caleb is handsome bro windows,Positive,Positive,Positive
let him cook,Neutral,Neutral,Neutral
How come it doesn't crash bro?,Neutral,Neutral,Neutral
"Proud Windah, thanks for playing this, I love you, I'm proud to be healthy, always",Positive,Positive,Positive
"bro, the part doesn't continue the story bro",Neutral,Neutral,Neutral
sylusssssss muacccch,Neutral,Neutral,Neutral
"The story continues bro, there's a scene that continues with Caleb's story, oh yes, the figure of Grandma shows there",Neutral,Neutral,Neutral
"Thank you very much bro, Windah, let's continue the game, I'll wait",Negative,Neutral,Negative
"Go ahead, bro, let's continue",Neutral,Neutral,Neutral
"Go to the guys, bro",Neutral,Neutral,Neutral
"This is live, guys",Positive,Positive,Positive
"Thank you bro, Windah for playing the game, thank you so much",Negative,Positive,Negative
"Thank you bro, Windah gave me a nice review for the game Love and Deepspace, the game is really a good game, I played in terms of story, character, bgm, visual effects, event, features, really the best, interesting, playing wrong, top game Playstore",Positive,Positive,Positive
Where's the live chat bro?,Positive,Positive,Positive
Thank you so much for playing this game,Negative,Negative,Negative
jellyfish catfish watch nyaa female lee,Neutral,Neutral,Neutral
"ggwp, bro, I intend to review the game until the end of the day",Negative,Negative,Negative
"The MC's name is Windah Evelyn, Aww Loveyu's name is Windi",Positive,Neutral,Neutral
"Thanks bro, Windah will satisfy your girl's desires",Positive,Positive,Positive
"big respect, look at the content of the comments, the average girl, boy watching, is really curious, really respect, the content of the comments is cool",Positive,Positive,Positive
the live chat,Positive,Positive,Positive
"Thank you bro, Windahhh for your support, playing Lads is so cool, it's really fun, I can't believe I've played for hours, keep going, bro, meet Caleb Sylus Bucinn",Positive,Positive,Positive
"Maybe those people were at the event last January, bro, but their star cards weren't included in the gacha event",Neutral,Neutral,Neutral
thanks for playing,Positive,Positive,Positive
"Thank you, bro, for giving a positive review, letting the haters know that they are healthy, bro",Positive,Positive,Positive
Windah Salting is really funny,Positive,Positive,Positive
"aaah you're dead, Zayne is selling too much",Neutral,Neutral,Neutral
Don't continue the game lol,Positive,Positive,Positive
It's really cool and there's no chaos,Positive,Positive,Positive
"Yes, if a guy makes a fuss, he'll be a bitch",Neutral,Neutral,Neutral
"It's cool, what guy did you blame?",Positive,Positive,Positive
"Boys visit a stream specifically for girls' games, listen without commenting and laughing",Neutral,Neutral,Neutral
adsyt cool scroll try it,Positive,Positive,Positive
grepe sylus guys laugh out loud if they read the girls' comments,Positive,Positive,Positive
paysgege guys like that don't have double standards bro,Neutral,Neutral,Neutral
paysgege of the fair sex,Positive,Neutral,Neutral
bgggg,Neutral,Neutral,Neutral
thank you bro windah,Neutral,Neutral,Neutral
"gg, that's really good, bro, windah's enthusiasm",Positive,Positive,Positive
"Thank you, bro, Windaahhhh, I really like the positive response, I'm waiting for Caleb's next story",Positive,Positive,Positive
"Indeed, if you play the game for hours, you won't feel like the features are really great, thank you for reviewing the game",Neutral,Positive,Negative
cie full salting,Positive,Neutral,Neutral
anjayyyyy gege proud thanks for playing really entertaining little girl windah,Positive,Positive,Positive
"Bro, thank you for playing this game. I want to play it on a device that doesn't support it",Negative,Negative,Negative
"thank you so much bro, but the game gives positive feedback, it's a shame that the gacha didn't get a solar pair, so I'll try the battle, so it's cool, I hope it's part, it doesn't feel original until the hour, thank you, bro, healthy success",Positive,Positive,Positive
darling Windah,Neutral,Neutral,Neutral
